Date,Open,High,Low,Close,Volume,Ticker,Daily_Return,HL_Spread,OC_Spread,Log_Return,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_lag_6,Close_lag_7,Close_lag_8,Close_lag_9,Close_lag_10,SMA_7,SMA_14,SMA_30,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Mid,BB_Width,BB_PctB,Volume_MA7,Volume_Ratio,Volatility_7,Volatility_14,Volatility_30,DayOfWeek,Month,Quarter,Year,IsMonday,IsFriday,Target_Close,Target_Dir
2019-01-15,107.19,107.18,105.62,106.48,1639872,DEMO,-0.0066237522156916695,1.5600000000000023,-0.7099999999999937,-0.006645786616571833,107.19,106.29,107.02,105.77,103.29,103.62,103.96,101.6,100.6,100.78,105.6657142857143,104.23636363636363,104.23636363636363,104.58020537255572,103.05310036500093,50.0,1.5271050075547947,0.9546983605268127,0.572406647027982,109.1981316497014,99.27459562302587,104.23636363636363,0.09520224689816041,0.7260924289089329,5815437.714285715,0.281985996681149,0.011648094639294072,0.011688197702469353,0.011688197702469353,1,1,1,2019,0,0,105.77,0
2019-01-16,106.48,105.87,105.36,105.77,4855798,DEMO,-0.006667918858001554,0.5100000000000051,-0.710000000000008,-0.006690248746894737,106.48,107.19,106.29,107.02,105.77,103.29,103.62,103.96,101.6,100.6,105.97285714285715,104.36416666666666,104.36416666666666,104.76325069985484,103.25435218981568,50.0,1.5088985100391596,1.0655383904292821,0.44336011960987753,109.17717523877117,99.55115809456215,104.36416666666666,0.09223488723820292,0.6460451723981272,5768876.571428572,0.8417233303359684,0.012040662331182901,0.011686962874172202,0.011686962874172202,2,1,1,2019,0,0,106.18,1
2019-01-17,105.77,107.28,105.77,106.18,5941412,DEMO,0.0038763354448332343,1.5100000000000051,0.4100000000000108,0.003868841815564025,105.77,106.48,107.19,106.29,107.02,105.77,103.29,103.62,103.96,101.6,106.38571428571427,104.50384615384615,104.50384615384615,104.9812121306464,103.47106684242192,50.0,1.5101452882244786,1.1544597699883214,0.3556855182361571,109.2207486576901,99.78694365000221,104.50384615384615,0.09027232350663755,0.6776752693942588,5983465.571428572,0.9929717032835652,0.011727914942580315,0.011144375620130592,0.011144375620130592,3,1,1,2019,0,0,103.17,0
2019-01-18,106.18,103.52,102.68,103.17,3959470,DEMO,-0.028348088152194473,0.8399999999999892,-3.010000000000005,-0.028757654043240984,106.18,105.77,106.48,107.19,106.29,107.02,105.77,103.29,103.62,103.96,106.01428571428572,104.40857142857143,104.40857142857143,104.70256411054694,103.44876559483511,50.0,1.2537985157118356,1.1743275191330242,0.0794709965788114,108.99616578487867,99.8209770722642,104.40857142857143,0.08787773443381947,0.3650086153684678,5457444.142857143,0.7255172744520466,0.013419627331822635,0.014015022215570017,0.014015022215570017,4,1,1,2019,0,1,100.53,0
2019-01-21,103.17,101.4,100.11,100.53,1936320,DEMO,-0.025588833963361424,1.2900000000000063,-2.6400000000000006,-0.025921922694955787,103.17,106.18,105.77,106.48,107.19,106.29,107.02,105.77,103.29,103.62,105.08714285714287,104.39071428571428,104.15,104.0606311704628,103.23256073595844,38.05182418757886,0.8280704345043546,1.1050761022072904,-0.2770056677029358,109.00327577150586,99.29672422849416,104.15,0.09319780646194621,0.12705601634534672,4493230.571428572,0.43094160631609185,0.013760095346130305,0.015338414227974773,0.015338414227974773,0,1,1,2019,1,0,99.71,0
2019-01-22,100.53,99.81,99.61,99.71,6010168,DEMO,-0.008156769123644714,0.20000000000000284,-0.8200000000000074,-0.008190217576627199,100.53,103.17,106.18,105.77,106.48,107.19,106.29,107.02,105.77,103.29,104.14714285714287,104.32714285714285,103.8725,103.39130329808391,102.97163031107263,35.43225778847324,0.41967298701128186,0.9679954791680887,-0.5483224921568068,109.06021626055242,98.68478373944758,103.8725,0.09988623091872094,0.09881190576556712,3991645.0,1.505687003729039,0.013737078590231686,0.015487089524956171,0.01492729614028744,1,1,1,2019,0,0,98.23,0
2019-01-23,99.71,98.55,98.1,98.23,6422569,DEMO,-0.014843044830006868,0.45000000000000284,-1.4799999999999898,-0.014954305153923177,99.71,100.53,103.17,106.18,105.77,106.48,107.19,106.29,107.02,105.77,102.86714285714285,104.08642857142857,103.54058823529412,102.59725663684023,102.62039843617836,31.250631020279016,-0.023141799338134206,0.7697680234668441,-0.7929098228049783,109.26087000540053,97.82030646518771,103.54058823529412,0.1104935150089581,0.03581060787541152,4395087.0,1.4613064542294611,0.011426377077536387,0.015614986787679742,0.014853805141492236,2,1,1,2019,0,0,98.72,1
2019-01-24,98.23,98.96,97.73,98.72,2647824,DEMO,0.0049882927822457734,1.2299999999999898,0.4899999999999949,0.004975892470299484,98.23,99.71,100.53,103.17,106.18,105.77,106.48,107.19,106.29,107.02,101.75857142857141,103.71214285714287,103.27277777777778,102.00075561578788,102.33148003349848,34.02672111985184,-0.3307244177105986,0.5496695352313556,-0.8803939529419542,109.26951338212926,97.27604217342629,103.27277777777778,0.11613390737402751,0.12039532187528089,4539080.142857143,0.5833393367523395,0.013112407252961535,0.013999090211109472,0.014467887972118506,3,1,1,2019,0,0,97.4,0
2019-01-25,98.72,97.56,97.09,97.4,4383973,DEMO,-0.01337115072933548,0.46999999999999886,-1.3199999999999932,-0.013461349508588252,98.72,98.23,99.71,100.53,103.17,106.18,105.77,106.48,107.19,106.29,100.56285714285715,103.26785714285714,102.96368421052631,101.29294705951281,101.96618521620229,30.458616731385447,-0.6732381566894787,0.3050879968471888,-0.9783261535366675,109.38427335111774,96.54309506993488,102.96368421052631,0.12471560608619002,0.06673102041740313,4471676.571428572,0.9803868705556777,0.013015222168988632,0.014239242239700443,0.0143300899491572,4,1,1,2019,0,1,95.37,0
2019-01-28,97.4,95.57,94.78,95.37,6810786,DEMO,-0.0208418891170431,0.789999999999992,-2.030000000000001,-0.021062147057668366,97.4,98.72,98.23,99.71,100.53,103.17,106.18,105.77,106.48,107.19,99.01857142857145,102.70214285714287,102.58399999999999,100.38172443497238,101.47757890389101,25.95160699954259,-1.0958544689186311,0.024899503694024827,-1.1207539726126559,109.69646023020977,95.47153976979021,102.58399999999999,0.13866607327087613,-0.00713816081240939,4595872.857142857,1.4819352518455222,0.011352453861666478,0.01489793530662054,0.014595697486660463,0,1,1,2019,1,0,97.49,1
